,start,end
incipient,2013-06-05 20:00:00,2013-06-05 22:00:00
intensification,2013-06-05 23:00:00,2013-06-06 18:00:00
mature,2013-06-06 19:00:00,2013-06-07 02:00:00
decay,2013-06-07 03:00:00,2013-06-08 08:00:00
