,start,end
intensification,1985-08-25 10:00:00,1985-08-26 00:00:00
mature,1985-08-26 01:00:00,1985-08-26 05:00:00
decay,1985-08-26 06:00:00,1985-08-27 00:00:00
intensification 2,1985-08-27 01:00:00,1985-08-27 16:00:00
mature 2,1985-08-27 17:00:00,1985-08-27 20:00:00
decay 2,1985-08-27 21:00:00,1985-08-28 09:00:00
