,start,end
incipient,1984-02-15 03:00:00,1984-02-15 05:00:00
intensification,1984-02-15 06:00:00,1984-02-15 23:00:00
mature,1984-02-16 00:00:00,1984-02-16 03:00:00
decay,1984-02-16 04:00:00,1984-02-16 14:00:00
residual,1984-02-16 15:00:00,1984-02-16 21:00:00
