,start,end
incipient,1995-07-14 21:00:00,1995-07-15 04:00:00
intensification,1995-07-15 05:00:00,1995-07-16 19:00:00
mature,1995-07-16 20:00:00,1995-07-17 09:00:00
decay,1995-07-17 10:00:00,1995-07-19 13:00:00
residual,1995-07-19 14:00:00,1995-07-22 08:00:00
