,start,end
decay,1992-06-03 11:00:00,1992-06-04 23:00:00
intensification,1992-06-05 00:00:00,1992-06-06 20:00:00
mature,1992-06-06 21:00:00,1992-06-07 08:00:00
decay 2,1992-06-10 23:00:00,1992-06-13 03:00:00
intensification 2,1992-06-08 23:00:00,1992-06-10 09:00:00
mature 2,1992-06-10 10:00:00,1992-06-10 22:00:00
