,start,end
incipient,2007-09-06 02:00:00,2007-09-06 11:00:00
decay,2007-09-06 12:00:00,2007-09-08 01:00:00
intensification,2007-09-08 02:00:00,2007-09-10 04:00:00
mature,2007-09-10 05:00:00,2007-09-10 17:00:00
decay 2,2007-09-10 18:00:00,2007-09-12 10:00:00
residual,2007-09-12 11:00:00,2007-09-14 12:00:00
