,start,end
incipient,1989-11-22 02:00:00,1989-11-22 04:00:00
intensification,1989-11-22 05:00:00,1989-11-23 08:00:00
mature,1989-11-23 09:00:00,1989-11-24 00:00:00
decay,1989-11-24 01:00:00,1989-11-27 06:00:00
residual,1989-11-27 07:00:00,1989-11-30 23:00:00
