,start,end
incipient,2011-11-14 10:00:00,2011-11-15 04:00:00
decay,2011-11-15 05:00:00,2011-11-17 13:00:00
intensification,2011-11-17 14:00:00,2011-11-19 01:00:00
mature,2011-11-19 02:00:00,2011-11-19 14:00:00
decay 2,2011-11-19 15:00:00,2011-11-21 15:00:00
residual,2011-11-21 16:00:00,2011-11-24 02:00:00
