,start,end
decay,1986-04-22 06:00:00,1986-04-23 09:00:00
intensification,1986-04-23 10:00:00,1986-04-25 23:00:00
mature,1986-04-26 00:00:00,1986-04-26 17:00:00
decay 2,1986-04-26 18:00:00,1986-04-29 06:00:00
residual,1986-04-29 07:00:00,1986-05-01 05:00:00
