,start,end
incipient,2015-10-19 22:00:00,2015-10-20 22:00:00
intensification,2015-10-20 23:00:00,2015-10-23 00:00:00
mature,2015-10-23 01:00:00,2015-10-23 18:00:00
decay,2015-10-23 19:00:00,2015-10-26 01:00:00
