track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
19790001,decay,10051.74465365565,105.0,26.5919170731631,Total,Total
19790001,incipient,1311.080502373847,11.0,33.108093494289065,Total,Total
19790001,intensification,584.7068543513541,4.0,40.60464266328848,Total,Total
19790002,decay,1626.7473221379148,30.0,15.062475204980691,Total,Total
19790003,decay,1541.7120987639978,45.0,9.51674135039505,Total,Total
19790004,decay,6035.0983180491285,85.0,19.722543523036368,Total,Total
19790005,decay,1856.9929268009043,34.0,15.17151083987667,Total,Total
19790006,decay,4989.027298303599,93.0,14.901515227908002,Total,Total
19790007,decay,3267.5509172135708,60.0,15.127550542655422,Total,Total
19790008,decay,1875.334683084889,25.0,20.83705203427655,Total,Total
19790009,decay,3012.550281636374,32.0,26.15061008364908,Total,Total
19790010,decay,4877.228192008099,75.0,18.06380811854851,Total,Total
19790010,incipient,820.8239609973323,11.0,20.727877802962936,Total,Total
19790010,intensification,262.2310227730608,4.0,18.210487692573665,Total,Total
19790011,decay,2824.342978110708,32.0,24.51686612943323,Total,Total
19790012,decay,1000.8054347444292,30.0,9.266716988374345,Total,Total
19790013,decay,1336.2835612085987,25.0,14.847595124539987,Total,Total
19790013,incipient,579.3041764953064,5.0,32.18356536085036,Total,Total
19790014,decay,1521.086564579345,23.0,18.37061068332542,Total,Total
19790014,incipient,594.4873362142375,7.0,23.590767310088797,Total,Total
19790015,decay,3642.636301637026,33.0,30.6619217309514,Total,Total
19790015,incipient,1327.8844101341133,22.0,16.766217299673148,Total,Total
19790015,intensification,2322.904994821067,43.0,15.005846219774336,Total,Total
19790015,mature,448.1955712338782,9.0,13.833196643020932,Total,Total
19790016,decay,874.2919725361421,17.0,14.285816544708206,Total,Total
19790016,incipient,1245.496409668466,22.0,15.72596476854124,Total,Total
19790016,intensification,5447.007623384907,67.0,22.582950345708568,Total,Total
19790016,mature,434.8572336448414,9.0,13.42151955693955,Total,Total
19790017,decay,975.230097920683,14.0,19.34980353017228,Total,Total
19790017,incipient,2057.131992973872,21.0,27.210740647802535,Total,Total
19790017,intensification,4074.782294049942,69.0,16.40411551549896,Total,Total
19790017,mature,792.6006817294173,11.0,20.015168730540843,Total,Total
19790018,incipient,1562.0881384069037,9.0,48.21259686441061,Total,Total
19790018,intensification,1637.7603571784985,16.0,28.43333953434893,Total,Total
19790019,incipient,509.2632271483761,5.0,28.29240150824312,Total,Total
19790019,intensification,3212.9324612860246,19.0,46.97269680242726,Total,Total
19790020,decay,428.30515954651577,11.0,10.815786857235247,Total,Total
19790020,incipient,93.5524163655988,1.0,25.986782323777447,Total,Total
19790020,intensification,267.64644155633226,8.0,9.293279220705982,Total,Total
19790020,mature,190.04382595248236,3.0,17.596650551155772,Total,Total
19790021,decay,1061.758393262776,14.0,21.06663478695984,Total,Total
19790021,incipient,544.3927271885065,5.0,30.24404039936147,Total,Total
19790021,intensification,1162.7192299597414,17.0,18.99868022810035,Total,Total
19790021,mature,756.3536551979693,9.0,23.34424861722127,Total,Total
19790022,decay,1024.9180842742037,14.0,20.33567627528182,Total,Total
19790022,incipient,701.5085421159031,9.0,21.6514982134538,Total,Total
19790022,intensification,3198.661825538405,47.0,18.90462071831209,Total,Total
19790022,mature,1057.6906623467871,13.0,22.6002278279228,Total,Total
19790023,decay,529.711715580268,10.0,14.714214321674111,Total,Total
19790023,incipient,344.7835797656417,9.0,10.64146851128524,Total,Total
19790023,intensification,773.7373514114627,25.0,8.597081682349586,Total,Total
19790023,mature,307.8462354529573,6.0,14.252140530229504,Total,Total
19790024,decay,603.6206725210957,3.0,55.89080301121256,Total,Total
19790024,incipient,600.1139243255898,9.0,18.52203470140709,Total,Total
19790024,intensification,2371.828163246189,27.0,24.4015243132324,Total,Total
19790024,mature,797.0407360857532,6.0,36.90003407804413,Total,Total
19790025,incipient,363.49121126944414,8.0,12.621222613522368,Total,Total
19790025,intensification,1415.2269511894233,41.0,9.588258476893111,Total,Total
19790026,decay,4689.5234696531625,67.0,19.44246877965656,Total,Total
19790026,incipient,337.1527890324147,6.0,15.608925418167347,Total,Total
19790026,intensification,4057.7960493749447,38.0,29.662251822916264,Total,Total
19790026,mature,1699.3722231178351,16.0,29.50298998468464,Total,Total
19790027,incipient,84.88248558499674,3.0,7.859489406018218,Total,Total
19790027,intensification,584.3007566344985,20.0,8.115288286590257,Total,Total
19790028,decay,237.0932938383844,2.0,32.92962414422006,Total,Total
19790028,intensification,296.56678090063286,5.0,16.47593227225738,Total,Total
19790028,mature,1183.2703690352505,16.0,20.54288835130643,Total,Total
19790029,decay,1851.2575061195391,20.0,25.71190980721582,Total,Total
19790029,mature,475.5343814567578,9.0,14.676987081998698,Total,Total
19790030,decay,763.1936184833669,14.0,15.142730525463628,Total,Total
19790030,mature,366.4839663682859,9.0,11.311233529885367,Total,Total
19790031,decay,2525.773698454233,60.0,11.693396752102933,Total,Total
19790032,decay,5752.01048456121,72.0,22.191398474387388,Total,Total
19790032,incipient,1531.291528224799,21.0,20.25517894477248,Total,Total
19790032,intensification,932.4884278176676,17.0,15.236739016628556,Total,Total
19790032,mature,594.004549428635,8.0,20.62515796627205,Total,Total
19790033,decay,928.1837224363308,27.0,9.549215251402584,Total,Total
19790034,decay,6442.724483796382,61.0,29.338453933499007,Total,Total
19790034,incipient,1719.7199257922032,21.0,22.747618066034438,Total,Total
19790034,intensification,534.2453484081152,5.0,29.680297133784176,Total,Total
19790034,mature,862.9786706400864,8.0,29.964537175003,Total,Total
19790035,decay,722.246036627671,25.0,8.024955962529678,Total,Total
19790035,intensification,62.93106823854714,4.0,4.370213072121329,Total,Total
19790035,mature,179.49859270658322,6.0,8.310120032712186,Total,Total
19790036,decay,4315.876381904445,89.0,13.470275848640592,Total,Total
19790036,incipient,1801.556472066564,25.0,20.01729413407293,Total,Total
19790036,intensification,2651.3034652550136,47.0,15.669642229639562,Total,Total
19790036,mature,1333.0641044023278,20.0,18.51477922781011,Total,Total
19790037,decay,994.7053976157728,29.0,9.527829479078282,Total,Total
19790037,incipient,133.47696547756135,4.0,9.269233713719538,Total,Total
19790037,intensification,183.7096799385364,4.0,12.75761666239836,Total,Total
19790037,mature,315.614737061117,8.0,10.95884503684434,Total,Total
19790038,decay,1437.8038915925858,23.0,17.364781299427364,Total,Total
19790038,incipient,685.2552228222448,21.0,9.06422252410377,Total,Total
19790038,intensification,575.0568339741191,15.0,10.649200629150354,Total,Total
19790038,mature,459.3816993920769,8.0,15.950753451113782,Total,Total
19790039,decay,863.0649899060028,26.0,9.220779806688064,Total,Total
19790039,incipient,555.0520724758487,21.0,7.34195863063292,Total,Total
19790039,intensification,723.339541846011,28.0,7.175987518313602,Total,Total
19790039,mature,422.8128244640893,20.0,5.872400339779018,Total,Total
19790040,decay,1731.6630774537762,16.0,30.063595094683617,Total,Total
19790040,incipient,1642.1639466193656,21.0,21.721745325652986,Total,Total
19790040,intensification,1668.0367017008602,24.0,19.30598034375996,Total,Total
19790040,mature,1258.017681470237,15.0,23.29662373093032,Total,Total
19790041,decay,703.476164459802,6.0,32.56834094721306,Total,Total
19790041,incipient,1718.733444049128,21.0,22.734569365729204,Total,Total
19790041,intensification,2196.716984977846,21.0,29.05710297589744,Total,Total
19790042,decay,862.9875350214376,49.0,4.892219586289329,Total,Total
19790042,incipient,593.3115217865112,20.0,8.240437802590435,Total,Total
19790042,intensification,355.9151815628951,24.0,4.119388675496471,Total,Total
19790042,mature,124.80639561112731,12.0,2.889036935442762,Total,Total
19790043,decay,4876.779819639888,88.0,15.393875693307727,Total,Total
19790043,decay 2,634.7533101004979,10.0,17.632036391680497,Total,Total
19790043,incipient,2001.0708943536292,54.0,10.293574559432251,Total,Total
19790043,intensification,3833.812671978641,88.0,12.101681414073992,Total,Total
19790043,mature,1654.7209312958992,27.0,17.023877893990733,Total,Total
19790044,decay,773.7087176061162,7.0,30.7027268891316,Total,Total
19790044,intensification,1928.2842137196287,22.0,24.34702290050037,Total,Total
19790044,mature,735.3030818394628,12.0,17.020904672209788,Total,Total
19790045,decay,4620.061355539956,57.0,22.51491888664696,Total,Total
19790045,intensification,1294.9940946798563,20.0,17.986029092775784,Total,Total
19790045,mature,514.6863076899286,12.0,11.91403490022983,Total,Total
19790046,decay,1348.400628494016,13.0,28.81197924132513,Total,Total
19790046,intensification,943.491013078092,10.0,26.20808369661367,Total,Total
19790046,mature,1116.015723568158,12.0,25.83369730481847,Total,Total
19790047,decay,5706.471105641112,63.0,25.160807344096614,Total,Total
19790047,incipient,1835.272359729351,40.0,12.74494694256494,Total,Total
19790047,intensification,1358.4402055005587,36.0,10.48179170910925,Total,Total
19790047,mature,1387.9252797313982,8.0,48.19184999067355,Total,Total
19790048,decay,4246.001304536494,53.0,22.25367560029609,Total,Total
19790048,decay 2,388.7403816742148,10.0,10.798343935394854,Total,Total
19790048,incipient,1959.634807905637,40.0,13.608575054900257,Total,Total
19790048,intensification,3931.2300821982153,64.0,17.06263056509642,Total,Total
19790048,mature,879.9849068423766,15.0,16.296016793377344,Total,Total
19790049,decay,3171.361410564892,31.0,28.41721694054563,Total,Total
19790049,incipient,1007.366917037492,14.0,19.98743883010897,Total,Total
19790049,intensification,2451.8327630113126,32.0,21.28327051225098,Total,Total
19790050,decay,3118.098395105338,24.0,36.08910179520067,Total,Total
19790050,incipient,545.5550762761153,4.0,37.88576918584134,Total,Total
19790050,intensification,865.1136827089068,7.0,34.32990804400424,Total,Total
19790051,decay,736.878264678846,21.0,9.747066993106428,Total,Total
19790051,incipient,770.1864517644358,17.0,12.58474594386333,Total,Total
19790051,intensification,1118.6548295442176,32.0,9.710545395349111,Total,Total
19790052,decay,208.3141832643579,7.0,8.266435843823727,Total,Total
19790052,incipient,509.6566757074938,13.0,10.890099908279783,Total,Total
19790052,intensification,1791.8469260264062,32.0,15.554226788423666,Total,Total
19790053,decay,942.9692548002572,13.0,20.1489157008602,Total,Total
19790053,decay 2,1413.1185852988551,10.0,39.25329403607931,Total,Total
19790053,incipient,3491.2471565305536,40.0,24.24477192035107,Total,Total
19790053,intensification,3850.7929500783016,45.0,23.770326852335195,Total,Total
19790053,mature,789.6467717165037,4.0,54.83658136920165,Total,Total
19790054,decay,272.07297472942344,9.0,8.397314034858748,Total,Total
19790054,decay 2,725.8212254800468,10.0,20.16170070777908,Total,Total
19790054,incipient,3033.749436305016,36.0,23.40856046531648,Total,Total
19790054,intensification,3407.846955395852,59.0,16.044477191129246,Total,Total
19790054,mature,671.0396653243807,15.0,12.426660468970011,Total,Total
19790055,decay,7942.107706844593,105.0,21.01086694932432,Total,Total
19790055,decay 2,1190.5557658977589,10.0,33.07099349715997,Total,Total
19790055,incipient,3256.743148830858,40.0,22.61627186688096,Total,Total
19790055,intensification,7302.633850095622,83.0,24.43987232294385,Total,Total
19790055,mature,3978.31144587152,35.0,31.57390036405968,Total,Total
19790056,decay,235.8195798026645,6.0,10.917573139012244,Total,Total
19790056,decay 2,291.6839517899916,10.0,8.102331994166434,Total,Total
19790056,incipient,1576.2339072879606,36.0,12.162298667345375,Total,Total
19790056,intensification,1224.8306651149112,39.0,8.723865136146092,Total,Total
19790056,mature,478.5111121186108,13.0,10.224596412790827,Total,Total
19790057,decay,417.6183348643557,6.0,19.3341821696461,Total,Total
19790057,incipient,2079.968952214562,36.0,16.04914314980372,Total,Total
19790057,intensification,1124.5311621199246,12.0,26.03081393796122,Total,Total
19790058,decay,11179.782607945526,119.0,26.096598057762662,Total,Total
19790058,decay 2,597.3184467180798,10.0,16.59217907550222,Total,Total
19790058,incipient,2806.0324251325023,39.0,19.985985933992183,Total,Total
19790058,intensification,4497.770183134728,66.0,18.930009188277477,Total,Total
19790058,mature,2001.4018449108803,35.0,15.88414162627683,Total,Total
19790059,decay,478.6265392035312,6.0,22.15863607423756,Total,Total
19790059,decay 2,1250.7175370478,10.0,34.74215380688333,Total,Total
19790059,incipient,1119.7492852487603,28.0,11.108623861594843,Total,Total
19790059,intensification,1472.6404824016954,16.0,25.5666750416961,Total,Total
19790059,mature,437.4740858991685,4.0,30.380144854108924,Total,Total
19790060,decay,2089.478497601848,19.0,30.547931251489008,Total,Total
19790060,decay 2,425.8072420719052,10.0,11.827978946441812,Total,Total
19790060,incipient,1188.6868829956134,10.0,33.019080083211485,Total,Total
19790060,intensification,1966.527550787553,32.0,17.070551656141955,Total,Total
19790060,mature,931.1115975878791,15.0,17.242807362738507,Total,Total
19790061,decay,231.4296420057056,5.0,12.857202333650312,Total,Total
19790061,decay 2,378.64522275386537,10.0,10.517922854274037,Total,Total
19790061,intensification,768.5890386530042,13.0,16.422842706260774,Total,Total
19790061,mature,156.7819065280422,4.0,10.887632397780708,Total,Total
19790062,decay,124.26727835969228,2.0,17.25934421662393,Total,Total
19790062,decay 2,571.7820342761702,10.0,15.882834285449173,Total,Total
19790062,intensification,2249.240829080456,32.0,19.524659974656736,Total,Total
19790062,mature,886.6990454580978,15.0,16.420352693668477,Total,Total
19790063,decay,2235.072541711201,37.0,16.77982388672073,Total,Total
19790063,decay 2,219.8914398515797,10.0,6.108095551432771,Total,Total
19790063,incipient,411.48756289670087,2.0,57.15105040231957,Total,Total
19790063,intensification,931.7726752506658,25.0,10.3530297250074,Total,Total
19790063,mature,545.753222475766,15.0,10.106541156958633,Total,Total
19790064,decay,3566.921156779359,37.0,26.778687363208405,Total,Total
19790064,decay 2,818.693381851836,10.0,22.741482829217667,Total,Total
19790064,incipient,354.81268463007075,4.0,24.63976976597713,Total,Total
19790064,intensification,5891.923828394082,46.0,35.57925017146185,Total,Total
19790064,mature,1814.55970395548,17.0,29.649668365285617,Total,Total
19790065,decay,1216.171196527352,19.0,17.780280650984675,Total,Total
19790065,decay 2,959.1182110940688,10.0,26.6421725303908,Total,Total
19790065,intensification,1562.3102311049747,19.0,22.840792852411912,Total,Total
19790065,mature,1310.7192636993411,15.0,24.272578957395208,Total,Total
19790066,decay,3885.0182279711407,120.0,8.993097749933197,Total,Total
19790066,decay 2,256.03313451682817,6.0,11.853385857260564,Total,Total
19790066,incipient,121.27975349080216,4.0,8.42220510352793,Total,Total
19790066,intensification,1451.634424719911,53.0,7.608146880083392,Total,Total
19790066,mature,1412.6263006536988,31.0,12.657941762129918,Total,Total
19790067,decay,11924.730256707368,132.0,25.09412932808789,Total,Total
19790067,incipient,403.0238508533511,4.0,27.987767420371604,Total,Total
