track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
19791139,incipient,2278.764761014986,29.0,21.82724866872592,Total,Total
19791139,intensification,4090.213317720992,60.0,18.93617276722681,Total,Total
19791146,incipient,102.21765148998615,6.0,4.732298680091952,Total,Total
19791146,intensification,26.21007678119443,3.0,2.426858961221707,Total,Total
19791147,decay,868.8860707225028,29.0,8.322663512667651,Total,Total
19791147,incipient,1304.8888041225462,29.0,12.498934905388374,Total,Total
19791147,intensification,2966.356896271851,72.0,11.444278149196956,Total,Total
19791147,mature,472.1294414994322,14.0,9.367647648798258,Total,Total
19791149,incipient,82.19517377551564,1.0,22.831992715421013,Total,Total
19791150,incipient,792.2607182020562,29.0,7.5887041973377025,Total,Total
19791150,intensification,2228.0550473204016,60.0,10.31506966352038,Total,Total
19791153,incipient,940.3460632401795,8.0,32.650904973617344,Total,Total
19791153,intensification,673.5739105606109,9.0,20.78931822717935,Total,Total
19791156,incipient,265.2382233239702,12.0,6.139773688054866,Total,Total
19791156,intensification,645.2796773020069,26.0,6.894013646388964,Total,Total
19800001,decay,2309.85107537422,29.0,22.12501030051935,Total,Total
19800001,incipient,2965.9786694534405,29.0,28.40975737024368,Total,Total
19800001,intensification,9036.520346897909,77.0,32.59927975071396,Total,Total
19800001,mature,1048.27296558564,15.0,19.412462325660005,Total,Total
19800002,incipient,274.3094768797021,7.0,10.88529670157548,Total,Total
19800002,intensification,770.4463697198556,23.0,9.30490784685816,Total,Total
19800003,decay,950.9175927022042,14.0,18.867412553615164,Total,Total
19800003,incipient,1179.4194736586762,27.0,12.133945202249755,Total,Total
19800003,intensification,4658.054085748412,68.0,19.027998716292537,Total,Total
19800003,mature,808.4194394323528,14.0,16.040068242705413,Total,Total
19800004,incipient,1233.8583342660445,26.0,13.182247160962014,Total,Total
19800004,intensification,1991.742869033518,36.0,15.368386335135169,Total,Total
19800005,incipient,1065.1843134137075,23.0,12.86454484799164,Total,Total
19800005,intensification,1487.5421977422027,23.0,17.965485479978295,Total,Total
19800006,decay,1380.0553817064986,43.0,8.91508644513242,Total,Total
19800006,incipient,2425.704401350925,33.0,20.418387216758628,Total,Total
19800006,intensification,3059.72650096552,64.0,13.280062938218403,Total,Total
19800006,mature,973.030425364862,16.0,16.892889329251076,Total,Total
