track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
20181174,decay,507.1065472236606,19.0,7.41383840970264,Total,Total
20181174,incipient,797.1588751838318,27.0,8.201222995718435,Total,Total
20181174,intensification,6129.612776939827,129.0,13.19899392105906,Total,Total
20181174,mature,1081.427691851579,32.0,9.387393158433849,Total,Total
20181175,incipient,128.04302969899484,1.0,35.56750824972079,Total,Total
20181188,incipient,104.42535410408578,2.0,14.503521403345248,Total,Total
20181188,intensification,549.9819905412228,14.0,10.91234108216712,Total,Total
20181188,mature,207.0493737745813,3.0,19.171238312461234,Total,Total
20181198,decay,209.21211446430837,2.0,29.057238120042825,Total,Total
20181198,incipient,48.440605034496365,2.0,6.727861810346718,Total,Total
20181198,intensification,715.869818697212,14.0,14.203766243992302,Total,Total
20181198,mature,435.8051381738718,3.0,40.35232760869184,Total,Total
20181200,decay,726.7001893767087,11.0,18.351014883250222,Total,Total
20181200,incipient,894.138144011955,17.0,14.610100392352209,Total,Total
20181200,intensification,4553.856833916069,97.0,13.04082713034384,Total,Total
20181200,mature,863.304382359482,25.0,9.592270915105356,Total,Total
20181201,decay,896.65477858486,11.0,22.642797439011616,Total,Total
20181201,incipient,560.8206840539927,16.0,9.736470209270708,Total,Total
20181201,intensification,1595.3146486774772,38.0,11.66165678857805,Total,Total
20181201,mature,788.8339349699118,15.0,14.608035832776144,Total,Total
20181202,decay,715.9997155430551,5.0,39.77776197461417,Total,Total
20181202,incipient,377.0767169344504,3.0,34.914510827263925,Total,Total
20181202,intensification,1299.631458870428,14.0,25.786338469651348,Total,Total
20181202,mature,342.32862242924955,3.0,31.69709466937496,Total,Total
20181204,decay,41.779471478622746,2.0,5.802704372030937,Total,Total
20181204,incipient,49.75246517100244,2.0,6.910064607083672,Total,Total
20181204,intensification,402.9033080659234,14.0,7.994113255276258,Total,Total
20181204,mature,105.09405904351816,3.0,9.730931392918349,Total,Total
20181205,decay,36.7488084827233,2.0,5.104001178156014,Total,Total
20181205,incipient,19.05854658844025,2.0,2.647020359505591,Total,Total
20181205,intensification,386.59462938324,14.0,7.670528360778572,Total,Total
20181205,mature,80.14772133746156,3.0,7.421085309024219,Total,Total
20181206,decay,248.05895263917049,4.0,17.226316155497948,Total,Total
20181206,incipient,113.527383734198,2.0,15.76769218530528,Total,Total
20181206,intensification,926.6643564978518,14.0,18.386197549560556,Total,Total
20181206,mature,210.19626292468504,3.0,19.462616937470838,Total,Total
20181207,decay,743.9904908062242,5.0,41.33280504479024,Total,Total
20181207,incipient,606.7678075114933,5.0,33.70932263952741,Total,Total
20181207,intensification,1692.701983529308,15.0,31.34633302832052,Total,Total
20181207,mature,263.5668678027047,3.0,24.404339611361543,Total,Total
20190001,decay,569.3070178387497,5.0,31.62816765770832,Total,Total
20190001,incipient,505.2716496722126,5.0,28.070647204011813,Total,Total
20190001,intensification,3928.74790742402,33.0,33.07026858101027,Total,Total
20190001,mature,298.3631118668264,3.0,27.626214061743184,Total,Total
20190002,decay,286.9027638642068,5.0,15.93904243690038,Total,Total
20190002,incipient,325.15037365830966,5.0,18.063909647683868,Total,Total
20190002,intensification,2051.413170446769,22.0,25.901681445034964,Total,Total
20190002,mature,205.89880759828984,3.0,19.06470440724906,Total,Total
20190003,decay,502.28335059124606,5.0,27.90463058840256,Total,Total
20190003,incipient,133.9319518642085,1.0,37.20331996228013,Total,Total
20190003,intensification,1521.8170237957313,14.0,30.194782218169276,Total,Total
20190003,mature,301.10417531198226,3.0,27.88001623259095,Total,Total
20190004,decay,2610.6217250348354,74.0,9.799631099980614,Total,Total
20190004,incipient,1591.421274184321,38.0,11.633196448715797,Total,Total
20190004,intensification,6791.160829416933,161.0,11.71697865668898,Total,Total
20190004,intensification 2,1714.0795476922967,22.0,21.642418531468397,Total,Total
20190004,mature,2133.2984568299357,50.0,11.85165809349964,Total,Total
20190005,decay,1349.185906051514,11.0,34.07035116291702,Total,Total
20190005,incipient,2250.4695782454028,21.0,29.76811611435718,Total,Total
20190005,intensification,11884.579527770476,99.0,33.34618273785207,Total,Total
20190005,mature,2319.111217538508,26.0,24.77682924720628,Total,Total
20190006,decay,538.7299768506156,6.0,24.941202631972946,Total,Total
20190006,incipient,1684.8879048166104,13.0,36.00187830804724,Total,Total
20190006,intensification,6825.1079608162745,60.0,31.597722040816087,Total,Total
20190006,mature,1722.3517086018362,18.0,26.579501675954265,Total,Total
20190007,decay,466.0043615032061,5.0,25.88913119462256,Total,Total
20190007,intensification,1392.2355149062407,21.0,18.41581368923599,Total,Total
20190007,mature,607.4779155573264,12.0,14.061988786049222,Total,Total
20190008,decay,681.3740491755485,6.0,31.54509486923836,Total,Total
20190008,incipient,1802.25639133878,16.0,31.289173460742703,Total,Total
20190008,intensification,7756.172829152506,76.0,28.3485849018732,Total,Total
20190008,mature,2341.609705171003,23.0,28.28031044892516,Total,Total
20190009,decay,978.1434184833528,6.0,45.284417522377446,Total,Total
20190009,incipient,1446.554662342928,12.0,33.48506162830852,Total,Total
20190009,intensification,3409.8810292621365,54.0,17.540540273982185,Total,Total
20190009,mature,2519.2786115238846,18.0,38.87775635067723,Total,Total
20190010,incipient,1633.8518245094713,17.0,26.696925237082866,Total,Total
20190010,intensification,7142.6441353282735,76.0,26.10615546538112,Total,Total
20190010,mature,1148.4502517144017,11.0,29.001268982686916,Total,Total
20190011,decay,2230.445986382803,17.0,36.44519585592816,Total,Total
20190011,incipient,2313.261818663815,17.0,37.7983957298009,Total,Total
20190011,intensification,10918.19181474336,93.0,32.611086662913266,Total,Total
20190011,mature,3004.007110379235,22.0,37.92938270680853,Total,Total
20190012,incipient,721.226332786308,9.0,22.26007199957741,Total,Total
20190012,intensification,5228.5083753930985,61.0,23.809236682117938,Total,Total
20190012,mature,898.4011164550652,11.0,22.686896880178416,Total,Total
20190013,incipient,69.96237894387534,1.0,19.433994151076483,Total,Total
20190013,intensification,3423.1415404884647,41.0,23.19201585696792,Total,Total
20190013,mature,475.1235188154605,9.0,14.664306136279643,Total,Total
20190014,incipient,741.3820190012949,7.0,29.41992138894028,Total,Total
20190014,intensification,5542.627092893947,55.0,27.993066125727,Total,Total
20190014,mature,1069.593902658234,11.0,27.00994703682409,Total,Total
20190015,incipient,35.020219616043875,1.0,9.72783878223441,Total,Total
20190015,intensification,701.0184505876678,28.0,6.954548120909403,Total,Total
20190015,mature,51.318916346871454,6.0,2.3758757567996045,Total,Total
20190016,incipient,126.37235805279056,7.0,5.014776113205976,Total,Total
20190016,intensification,1110.587728372956,50.0,6.1699318242942,Total,Total
20190016,mature,380.5680707538142,15.0,7.047556865811374,Total,Total
20190017,decay,1089.8514604379247,17.0,17.808030399312496,Total,Total
20190017,incipient,1073.631476741019,23.0,12.966563728756269,Total,Total
20190017,intensification,6278.473658267547,66.0,26.424552433785973,Total,Total
20190017,mature,1216.5106191922043,16.0,21.11997602764244,Total,Total
20190018,decay,204.80933647961027,7.0,8.127354622206758,Total,Total
20190018,incipient,115.8876305452047,6.0,5.365168080796514,Total,Total
20190018,intensification,1328.6174579077122,47.0,7.852349042007755,Total,Total
20190018,mature,262.5280483212459,10.0,7.292445786701275,Total,Total
20190019,incipient,622.8241811773487,6.0,28.834452832284665,Total,Total
20190019,intensification,3359.4880170566144,39.0,23.927977329463065,Total,Total
20190019,mature,542.116858637686,5.0,30.11760325764923,Total,Total
20190020,decay,1601.362880650107,17.0,26.166060141341617,Total,Total
20190020,incipient,1303.4241597733524,14.0,25.8615904716935,Total,Total
20190020,intensification,3634.824784691747,35.0,28.847815751521804,Total,Total
20190020,mature,1628.6523584000597,16.0,28.275214555556595,Total,Total
20190021,decay,3624.5047107982,63.0,15.981061335089064,Total,Total
20190021,incipient,2210.3905717871235,23.0,26.695538306607773,Total,Total
20190021,intensification,5410.325040324041,67.0,22.43086666801012,Total,Total
20190021,intensification 2,4124.378721169669,63.0,18.185091363181964,Total,Total
20190021,mature,1859.8501495441635,29.0,17.814656604829153,Total,Total
20190022,decay,888.4361741922714,8.0,30.848478270564986,Total,Total
20190022,incipient,614.8957319606947,5.0,34.160873997816374,Total,Total
20190022,intensification,2315.306129549984,19.0,33.84950481798222,Total,Total
20190022,mature,590.9615054281863,5.0,32.831194746010354,Total,Total
20190023,decay,922.172096857962,14.0,18.29706541384845,Total,Total
20190023,incipient,306.76687809106687,4.0,21.303255422990755,Total,Total
20190023,intensification,1371.3532827788883,18.0,21.16285930214334,Total,Total
20190023,mature,951.234129408198,11.0,24.0210638739444,Total,Total
20190024,decay,1222.0971896330195,8.0,42.43393019559096,Total,Total
20190024,incipient,543.513880400253,4.0,37.74401947223979,Total,Total
20190024,intensification,1702.866966810701,13.0,36.38604629937395,Total,Total
20190024,mature,365.656611739134,4.0,25.39282025966208,Total,Total
20190025,decay,944.383920039256,16.0,16.395554167348195,Total,Total
20190025,incipient,853.6847025270046,17.0,13.949096446519684,Total,Total
20190025,intensification,779.3470826761121,20.0,10.824265037168225,Total,Total
20190025,mature,216.0468703371384,6.0,10.002169923015666,Total,Total
20190026,decay,531.7580933205497,9.0,16.412286830881165,Total,Total
20190026,incipient,988.8261656613948,15.0,18.3115956603962,Total,Total
20190026,intensification,1209.8115176171505,13.0,25.85067345335792,Total,Total
20190026,mature,355.5280847960145,6.0,16.459633555371042,Total,Total
20190027,decay,752.0402181442065,22.0,9.495457299800588,Total,Total
20190027,incipient,329.16561809232184,13.0,7.033453378041066,Total,Total
20190027,intensification,691.923458299965,44.0,4.3682036508836175,Total,Total
20190027,mature,462.271832120188,19.0,6.7583601187162,Total,Total
20190028,decay,2096.5663398367938,28.0,20.799269244412635,Total,Total
20190028,incipient,1230.6509443304235,13.0,26.29596034894068,Total,Total
20190028,intensification,4791.577731851008,37.0,35.97280579467724,Total,Total
20190028,mature,943.3786445115144,19.0,13.792085446074774,Total,Total
20190029,decay,724.1869885773602,9.0,22.351450264733344,Total,Total
20190029,incipient,1127.3922643898327,13.0,24.08957829892805,Total,Total
20190029,intensification,1082.9262016758748,35.0,8.594652394252975,Total,Total
20190029,mature,1651.1467101389562,19.0,24.139571785657257,Total,Total
20190030,decay,205.54093462870384,9.0,6.34385600705876,Total,Total
20190030,incipient,285.1481459284594,13.0,6.092909101035458,Total,Total
20190030,intensification,274.86491665255033,8.0,9.543920717102443,Total,Total
20190030,mature,196.990685401159,6.0,9.119939138942549,Total,Total
20190031,decay,3319.09193618223,55.0,16.76309058677894,Total,Total
20190031,decay 2,205.03372329693497,9.0,6.3282013363251535,Total,Total
20190031,incipient,1131.26969698303,13.0,24.17242942271432,Total,Total
20190031,intensification,1091.8604881279998,33.0,9.19074484956229,Total,Total
20190031,intensification 2,6511.439435830327,66.0,27.40504813059902,Total,Total
20190031,mature,946.1096461771638,16.0,16.42551469057576,Total,Total
20190031,mature 2,691.6853183433323,19.0,10.112358455311876,Total,Total
20190032,decay,2161.0154863615544,53.0,11.326076972544834,Total,Total
20190032,incipient,512.3885601364004,13.0,10.948473507188044,Total,Total
20190032,intensification,689.3194739328484,33.0,5.802352474182226,Total,Total
20190032,intensification 2,1394.1753942381172,30.0,12.909031428130715,Total,Total
20190032,mature,400.0774263207264,13.0,8.548662955571078,Total,Total
20190033,decay,103.07185601347646,7.0,4.090153016407796,Total,Total
20190033,incipient,372.97203255625874,13.0,7.969487875133734,Total,Total
20190033,intensification,169.2094095065643,15.0,3.133507583454895,Total,Total
20190034,decay,596.035502648736,41.0,4.038180912254309,Total,Total
20190034,incipient,439.9279664969188,12.0,10.183517742984233,Total,Total
20190034,intensification,935.6116703095196,33.0,7.875519110349491,Total,Total
20190034,mature,209.5513114156877,13.0,4.477592124266833,Total,Total
20190035,decay,3254.231291821648,31.0,29.1597786005524,Total,Total
20190035,incipient,843.4145478277414,9.0,26.03131320455992,Total,Total
20190035,intensification,4009.976712809734,33.0,33.75401273408867,Total,Total
20190035,mature,1411.0104221545234,13.0,30.149795345182127,Total,Total
20190036,decay,4132.311550461147,46.0,24.953572164620454,Total,Total
20190036,decay 2,6718.897502833508,66.0,28.278188143238676,Total,Total
