track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
19811184,decay,1780.8401669093562,33.0,14.9902370951966,Total,Total
19811184,decay 2,482.2198865477785,10.0,13.394996848549404,Total,Total
19811184,incipient,219.6031249002804,7.0,8.714409718265095,Total,Total
19811184,intensification,2311.4966650221954,48.0,13.37671681147104,Total,Total
19811184,mature,914.4892123906516,10.0,25.40247812196255,Total,Total
19811185,decay,1005.1120106866786,16.0,17.449861296643725,Total,Total
19811185,decay 2,292.30016194932614,10.0,8.119448943036838,Total,Total
19811185,incipient,262.84951202869536,7.0,10.430536191614896,Total,Total
19811185,intensification,3310.1158231293484,48.0,19.15576286533188,Total,Total
19811185,mature,608.3661701263628,10.0,16.899060281287856,Total,Total
19811186,decay,510.315277347716,7.0,20.250606243956984,Total,Total
19811186,decay 2,809.6409531124885,10.0,22.490026475346905,Total,Total
19811186,incipient,649.3383806544084,7.0,25.767396057714624,Total,Total
19811186,intensification,1190.4553259567847,13.0,25.43707961446121,Total,Total
19811186,mature,299.790541915891,2.0,41.63757526609598,Total,Total
19811187,decay,245.0934640218917,2.0,34.0407588919294,Total,Total
19811187,incipient,420.71052778325645,5.0,23.372807099069803,Total,Total
19811189,decay,103.70592925410138,7.0,4.115314652940532,Total,Total
19811189,decay 2,164.55354251240092,10.0,4.570931736455581,Total,Total
19811189,incipient,147.4978828484708,7.0,5.853090589225032,Total,Total
19811189,intensification,160.58873928536272,6.0,7.43466385580383,Total,Total
19811189,mature,76.1566387662454,2.0,10.577310939756304,Total,Total
19811190,decay,569.6504099609114,7.0,22.605174998448863,Total,Total
19811190,decay 2,1167.4246198128378,10.0,32.42846166146772,Total,Total
19811190,incipient,612.5326048019604,7.0,24.30684939690319,Total,Total
19811190,intensification,3646.764106819061,25.0,40.51960118687845,Total,Total
19811190,mature,117.8893160134789,2.0,16.373516112983182,Total,Total
19811191,decay,898.5948774628504,7.0,35.65852688344645,Total,Total
19811191,decay 2,518.3724190728718,6.0,23.99872310522555,Total,Total
19811191,incipient,543.875108205201,5.0,30.21528378917783,Total,Total
