track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
20101166,incipient,165.19874441310532,5.0,9.177708022950297,Total,Total
20101166,intensification,756.4128972977319,20.0,10.505734684690722,Total,Total
20101174,incipient,121.39417281821892,5.0,6.744120712123274,Total,Total
20101174,intensification,666.4485726657585,21.0,8.815457310393633,Total,Total
20101176,decay,171.30936424917405,9.0,5.287326057073273,Total,Total
20101176,incipient,312.14078134185274,10.0,8.67057725949591,Total,Total
20101176,intensification,1116.0010219585815,47.0,6.595750720795399,Total,Total
20101176,mature,126.28250463872236,6.0,5.846412251792702,Total,Total
20101183,decay,529.1646526857909,9.0,16.3322423668454,Total,Total
20101183,incipient,863.5487511858881,7.0,34.2678075867416,Total,Total
20101183,intensification,4226.07856890316,47.0,24.97682369328109,Total,Total
20101183,mature,591.3838728288019,6.0,27.378883001333424,Total,Total
20101185,decay,3807.395101691304,56.0,18.885888401246543,Total,Total
20101185,incipient,3443.433642049172,36.0,26.5697040281572,Total,Total
20101185,intensification,5371.676410981851,89.0,16.765531869481435,Total,Total
20101185,intensification 2,91.87416272464807,4.0,6.380150189211672,Total,Total
20101185,mature,460.5241806703052,11.0,11.629398501775384,Total,Total
20101186,incipient,605.4633673684929,5.0,33.63685374269405,Total,Total
20101186,intensification,616.884822980004,10.0,17.135689527222333,Total,Total
20110001,decay,2739.65896881058,16.0,47.56352376407257,Total,Total
20110001,incipient,4422.800769277035,36.0,34.126549145656135,Total,Total
20110001,intensification,4901.905658208566,47.0,28.97107363007427,Total,Total
20110001,mature,672.6145168420248,6.0,31.13956096490856,Total,Total
20110002,decay,946.928364320676,9.0,29.22618408397148,Total,Total
20110002,incipient,240.62444797110024,4.0,16.710031109104182,Total,Total
20110002,intensification,1463.3897764735857,28.0,14.517755718983985,Total,Total
20110002,mature,566.3347626961696,6.0,26.21920197667452,Total,Total
20110003,decay,507.9221589299771,18.0,7.838304921758906,Total,Total
20110003,incipient,1422.4771783426274,31.0,12.746211275471572,Total,Total
20110003,intensification,1711.680275707432,44.0,10.806062346637828,Total,Total
20110003,mature,165.8112435149351,6.0,7.676446459024773,Total,Total
20110004,decay,324.24567377921807,9.0,10.00758252404994,Total,Total
20110004,intensification,1185.1265447839849,41.0,8.029312634037838,Total,Total
20110004,mature,331.1867352352858,6.0,15.332719223855827,Total,Total
20110005,decay,310.2699132140545,9.0,9.57623188932267,Total,Total
20110005,incipient,380.9261334947893,13.0,8.139447296897208,Total,Total
20110005,intensification,1248.0965788899405,37.0,9.370094436110666,Total,Total
20110005,mature,127.4714877942598,6.0,5.901457768252768,Total,Total
20110006,decay,316.25996730484064,5.0,17.56999818360226,Total,Total
20110006,intensification,826.0713621841878,15.0,15.2976178182257,Total,Total
20110006,mature,254.62797882184813,6.0,11.78833235286334,Total,Total
20110007,decay,635.1821460082132,9.0,19.60438722247572,Total,Total
20110007,intensification,494.5783904521646,8.0,17.17286077958905,Total,Total
20110007,mature,485.9945329416846,6.0,22.499746895448364,Total,Total
20110008,decay,462.7131765505839,18.0,7.140635440595431,Total,Total
20110008,incipient,796.8291013145423,31.0,7.1400457107037845,Total,Total
20110008,intensification,376.5295812491834,25.0,4.183662013879816,Total,Total
20110008,mature,201.163601951214,6.0,9.313129719963609,Total,Total
20110009,decay,1006.2908422473712,9.0,31.05835932862257,Total,Total
20110009,intensification,1136.5991656543752,11.0,28.701999132686243,Total,Total
20110009,mature,489.4408647365203,6.0,22.659299293357424,Total,Total
20110010,decay,2757.145951273633,56.0,13.676319202746196,Total,Total
20110010,decay 2,949.4429808175888,15.0,17.582277422547943,Total,Total
20110010,incipient,3912.6877550859504,31.0,35.05992612084185,Total,Total
20110010,intensification,2325.8337358409103,61.0,10.591228305286478,Total,Total
20110010,intensification 2,1072.255559664055,16.0,18.615547910834287,Total,Total
20110010,mature,295.4931407942964,8.0,10.260178499801958,Total,Total
20110010,mature 2,293.65211785734573,4.0,20.3925081845379,Total,Total
20110011,incipient,3318.8474854642354,29.0,31.7897268722628,Total,Total
20110011,intensification,448.7407584289081,8.0,15.581276334337089,Total,Total
20110012,decay,3985.4477795918456,47.0,23.554655907753222,Total,Total
20110012,decay 2,1579.3939683344422,63.0,6.963818202532814,Total,Total
20110012,incipient,1675.072501337246,30.0,15.509930567937465,Total,Total
