track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
19941145,decay,187.93121474663104,6.0,8.700519201232918,Total,Total
19941145,incipient,216.75378710585773,8.0,7.526173163397838,Total,Total
19941145,intensification,2132.1405283828,30.0,19.74204192947037,Total,Total
19941145,mature,313.26241355790114,5.0,17.4034674198834,Total,Total
19941179,incipient,11.005328413471316,2.0,1.5285178352043496,Total,Total
19941181,decay,1234.464529536905,20.0,17.14534068801257,Total,Total
19941181,incipient,287.1969057107075,8.0,9.972114781621787,Total,Total
19941181,intensification,1020.625324573454,31.0,9.145388213023782,Total,Total
19941181,mature,680.7253873812574,11.0,17.19003503488024,Total,Total
19941182,incipient,87.9657271301265,3.0,8.144974734270972,Total,Total
19941182,intensification,392.7454938718695,5.0,21.81919410399275,Total,Total
19941183,decay,2042.3460233309984,27.0,21.01179036348764,Total,Total
19941183,incipient,619.6318750836646,8.0,21.514995662627243,Total,Total
19941183,intensification,2232.164688498014,31.0,20.00147570338722,Total,Total
19941183,mature,723.9313151194917,11.0,18.281093816148783,Total,Total
19941185,decay,190.3048784088172,6.0,8.81041103744524,Total,Total
19941185,incipient,209.19078821744384,4.0,14.527138070655823,Total,Total
19941185,intensification,234.4527300880132,11.0,5.9205234870710415,Total,Total
19941185,mature,147.12344876139178,5.0,8.173524931188433,Total,Total
19941186,decay,106.69409511299686,3.0,9.879082880833042,Total,Total
19941186,incipient,360.07258178713033,3.0,33.34005386917874,Total,Total
19941186,intensification,1044.9167772186038,11.0,26.3867873035001,Total,Total
19941186,mature,398.2320653119824,5.0,22.124003628443468,Total,Total
19950001,decay,1205.207623642198,25.0,13.391195818246644,Total,Total
19950001,incipient,888.6864947410886,8.0,30.8571699562878,Total,Total
19950001,intensification,3021.0483568446552,31.0,27.07032577817792,Total,Total
19950001,mature,735.7261635320974,11.0,18.578943523537813,Total,Total
19950002,decay,4810.489362240754,56.0,23.861554376194217,Total,Total
19950002,decay 2,56.90799035645626,1.0,15.807775099015627,Total,Total
19950002,incipient,454.8532286336136,9.0,14.038679896099186,Total,Total
19950002,intensification,4661.565248264451,78.0,16.60101584139762,Total,Total
19950002,mature,821.9424134025458,18.0,12.684296503125706,Total,Total
19950002,residual,514.6267855932774,9.0,15.883542765224613,Total,Total
19950003,decay,256.1666249370953,6.0,11.859565969309967,Total,Total
19950003,incipient,293.28488271956525,7.0,11.638288996808146,Total,Total
19950003,intensification,1114.5454443289786,20.0,15.47979783790248,Total,Total
19950003,mature,166.19492849618302,5.0,9.23305158312128,Total,Total
19950004,decay,602.0270933259941,27.0,6.193694375781832,Total,Total
19950004,decay 2,28.44484715608626,1.0,7.901346432246184,Total,Total
19950004,incipient,186.98905459796487,5.0,10.388280810998054,Total,Total
19950004,intensification,1135.0549454640789,20.0,15.76465202033443,Total,Total
19950004,mature,348.5956999463939,11.0,8.802921715818028,Total,Total
19950004,residual,195.22792298105,4.0,13.557494651461804,Total,Total
19950005,decay,2974.956523686056,56.0,14.75672878812528,Total,Total
19950005,decay 2,35.28720781371908,1.0,9.802002170477522,Total,Total
19950005,incipient,517.9672710940292,6.0,23.979966254353208,Total,Total
19950005,intensification,4471.908168163101,76.0,16.34469359708736,Total,Total
19950005,mature,807.4831895442637,14.0,16.02149185603698,Total,Total
19950005,residual,667.1197131627995,9.0,20.59011460379011,Total,Total
19950006,decay,1945.001832641885,21.0,25.72753746880801,Total,Total
19950006,incipient,611.439448946337,4.0,42.46107284349563,Total,Total
19950006,intensification,1211.1027998767688,20.0,16.82087222051068,Total,Total
19950006,mature,733.6395103116807,6.0,33.964792144059295,Total,Total
19950007,decay,3413.171995839635,74.0,12.812207191590224,Total,Total
19950007,decay 2,51.28995346254031,1.0,14.247209295150087,Total,Total
19950007,incipient,279.2563218725728,11.0,7.051927320014465,Total,Total
19950007,intensification,4529.250689636247,85.0,14.801472841948522,Total,Total
19950007,mature,1511.7563456127016,23.0,18.257926879380456,Total,Total
19950007,residual,449.5433749358463,9.0,13.874795522711304,Total,Total
19950008,decay,775.6597398000187,21.0,10.260049468254216,Total,Total
19950008,decay 2,25.232917453502854,1.0,7.009143737084126,Total,Total
19950008,intensification,626.8668413331108,15.0,11.608645209872424,Total,Total
19950008,mature,163.52532005403972,6.0,7.570616669168506,Total,Total
19950008,residual,227.4964228393132,9.0,7.021494532077567,Total,Total
19950009,decay,4839.0628642616975,68.0,19.767413661199743,Total,Total
19950009,decay 2,68.82609128081681,1.0,19.11835868911578,Total,Total
19950009,incipient,47.7424678550286,1.0,13.261796626396832,Total,Total
19950009,intensification,3476.7591415111297,69.0,13.996614901413563,Total,Total
19950009,mature,1780.8009254367323,23.0,21.507257553583727,Total,Total
19950009,residual,768.2191737636437,9.0,23.710468326038384,Total,Total
19950010,decay,1865.440934914188,18.0,28.787668748675745,Total,Total
19950010,decay 2,102.51420173371694,1.0,28.476167148254707,Total,Total
19950010,residual,766.398660193998,9.0,23.654279635617225,Total,Total
19950011,decay,598.2746389965928,15.0,11.079159981418384,Total,Total
19950011,decay 2,28.38148699834372,1.0,7.883746388428811,Total,Total
19950011,intensification,696.4014237925833,12.0,16.12040332853202,Total,Total
19950011,mature,186.92606537456203,2.0,25.961953524244727,Total,Total
19950011,residual,268.852479960559,9.0,8.297916048165401,Total,Total
19950012,decay,492.61973577737285,9.0,15.204312832634963,Total,Total
19950012,decay 2,56.031481679853975,1.0,15.564300466626104,Total,Total
19950012,intensification,237.55401616848985,4.0,16.49680667836735,Total,Total
19950012,residual,510.7952061491668,9.0,15.765284140406385,Total,Total
19950013,decay,7167.924574776179,77.0,25.858313761818827,Total,Total
19950013,decay 2,131.1388610087085,1.0,36.42746139130792,Total,Total
19950013,incipient,5162.647913675517,40.0,35.851721622746645,Total,Total
19950013,intensification,9961.49689724482,96.0,28.82377574434265,Total,Total
19950013,mature,2256.6727211227926,21.0,29.85016826882001,Total,Total
19950013,residual,1864.846713052622,18.0,28.77849865821948,Total,Total
19950014,decay,691.6388941120862,6.0,32.02031917185584,Total,Total
19950014,decay 2,46.67493465167601,1.0,12.96525962546556,Total,Total
19950014,intensification,772.0444064739162,12.0,17.87139829800732,Total,Total
19950014,residual,430.77383364157663,9.0,13.295488692641255,Total,Total
19950015,decay,1698.1475735821114,29.0,16.26578135615049,Total,Total
19950015,incipient,116.50897532796118,1.0,32.363604257766994,Total,Total
19950015,intensification,2264.124043032839,37.0,16.99792825099729,Total,Total
19950015,mature,427.4840086313698,7.0,16.96365113616547,Total,Total
19950016,decay,3335.7755828066856,29.0,31.951873398531472,Total,Total
19950016,incipient,134.85165502043756,1.0,37.458793061232655,Total,Total
19950016,intensification,6463.791754110121,46.0,39.03255890163116,Total,Total
19950016,mature,1109.7607650226312,7.0,44.03812559613616,Total,Total
19950017,decay,2687.089622911683,31.0,24.07786400458497,Total,Total
19950017,incipient,76.73378827674105,1.0,21.314941187983628,Total,Total
19950017,intensification,4489.733601163139,58.0,21.502555561126144,Total,Total
19950017,mature,1534.351065041832,17.0,25.071095834016862,Total,Total
19950018,decay,417.57255065462215,29.0,3.9997370752358448,Total,Total
19950018,incipient,9.61765372246443,1.0,2.6715704784623417,Total,Total
19950018,intensification,383.4242924209427,25.0,4.260269915788252,Total,Total
19950018,mature,210.2122657668247,7.0,8.3417565780486,Total,Total
19950019,decay,2816.654900330886,25.0,31.296165559232065,Total,Total
19950019,incipient,131.11899620385853,1.0,36.4219433899607,Total,Total
19950019,intensification,2770.4070185405785,36.0,21.37659736528224,Total,Total
19950020,decay,168.92955288652036,11.0,4.265897800164655,Total,Total
19950020,incipient,21.35308309708834,1.0,5.931411971413429,Total,Total
19950020,intensification,880.2145385007414,53.0,4.613283744762796,Total,Total
19950020,mature,198.63729469005872,6.0,9.196171050465685,Total,Total
19950021,decay,296.6893345403228,11.0,7.492154912634414,Total,Total
19950021,incipient,25.057748553956472,1.0,6.960485709432354,Total,Total
19950021,intensification,963.3924091542804,35.0,7.645971501224449,Total,Total
19950022,decay,2319.362328089041,20.0,32.213365667903346,Total,Total
19950022,incipient,0.0,0.0,,Total,Total
19950022,intensification,3754.89845109339,53.0,19.679761274074373,Total,Total
19950022,mature,749.7759494694574,10.0,20.82710970748493,Total,Total
19950023,decay,2874.963593623036,51.0,15.658843102521985,Total,Total
19950023,incipient,1000.9702722191532,39.0,7.129417893298812,Total,Total
19950023,intensification,6927.629742906284,80.0,24.054269940646822,Total,Total
19950023,mature,1501.2476200885503,18.0,23.1674015445764,Total,Total
19950023,residual,301.7083357241487,9.0,9.311985670498418,Total,Total
19950024,decay,2597.699330706274,24.0,30.06596447576706,Total,Total
19950024,incipient,1313.6719598749924,8.0,45.61360971788168,Total,Total
19950024,intensification,632.6842874545566,22.0,7.988437972911069,Total,Total
19950024,mature,507.9488791868637,10.0,14.109691088523991,Total,Total
19950025,decay,1169.5485513015533,37.0,8.780394529290941,Total,Total
19950025,incipient,854.3215604793236,38.0,6.245040646778682,Total,Total
19950025,intensification,251.10789551018587,11.0,6.3411084724794415,Total,Total
19950025,mature,404.503650390718,13.0,8.64324039296406,Total,Total
19950025,residual,73.38848229610812,4.0,5.096422381674175,Total,Total
