track_id,phase,Total Distance (km),Total Time (Hours),Mean Speed (m/s),Region,Season
19931181,decay,5134.239035430463,108.0,13.205347313349955,Total,Total
19931181,incipient,271.62345754439264,5.0,15.090192085799591,Total,Total
19931181,intensification,1575.7850876829111,23.0,19.03122086573564,Total,Total
19931181,mature,1126.8130463795342,23.0,13.608853217144132,Total,Total
19931189,decay,4171.802265405615,52.0,22.28526851178213,Total,Total
19931189,incipient,472.8291838413168,5.0,26.268287991184263,Total,Total
19931189,intensification,1695.3066227727536,23.0,20.474717666337607,Total,Total
19931189,mature,826.1312500255194,9.0,25.49787808720739,Total,Total
19931192,decay,280.77314710724266,3.0,25.99751362104099,Total,Total
19931193,decay,380.4618850644206,19.0,5.56230826117574,Total,Total
19931193,incipient,308.8079942025087,5.0,17.15599967791715,Total,Total
19931193,intensification,85.5184157192463,1.0,23.75511547756842,Total,Total
19931194,decay,976.7755035338092,19.0,14.28034361891534,Total,Total
19931194,incipient,383.6403572102853,5.0,21.313353178349185,Total,Total
19931194,intensification,140.8267706006646,3.0,13.039515796357833,Total,Total
19931195,decay,3605.19172548106,76.0,13.176870341670542,Total,Total
19931195,incipient,510.5870841755996,5.0,28.36594912086664,Total,Total
19931195,intensification,1800.305208587141,23.0,21.742816528830204,Total,Total
19931195,mature,684.9575608814508,23.0,8.272434310162451,Total,Total
19931196,decay,3346.912383241393,42.0,22.13566391032668,Total,Total
19931196,incipient,433.4831357605423,5.0,24.08239643114124,Total,Total
19931196,intensification,2164.9269246534127,23.0,26.146460442674066,Total,Total
19931196,mature,793.0344585209511,9.0,24.476372176572564,Total,Total
19940001,decay,7754.380932008267,212.0,10.16035237422467,Total,Total
19940001,decay 2,84.90066268353523,8.0,2.94793967651164,Total,Total
19940001,incipient,694.715781570513,16.0,12.061037874488072,Total,Total
19940001,intensification,2178.335044648055,66.0,9.168076787239288,Total,Total
19940001,intensification 2,612.038879077643,14.0,12.143628553127837,Total,Total
19940001,mature,1876.4214777127715,57.0,9.144354179886802,Total,Total
19940001,mature 2,291.7591706293438,10.0,8.104421406370662,Total,Total
19940002,decay,7363.1544694950335,122.0,16.764923655498713,Total,Total
19940002,incipient,244.16690685575404,5.0,13.564828158653002,Total,Total
19940002,intensification,946.8086355200658,23.0,11.434886902416252,Total,Total
19940002,mature,596.5624113785915,23.0,7.204860040804245,Total,Total
19940003,decay,2512.11548272505,19.0,36.72683454276388,Total,Total
19940003,incipient,552.1768633873912,5.0,30.676492410410624,Total,Total
19940003,intensification,1055.7045038350343,16.0,18.328203191580457,Total,Total
19940004,decay,1156.02155094218,18.0,17.83983874910772,Total,Total
19940004,incipient,149.22023929877463,5.0,8.290013294376369,Total,Total
19940005,decay,3253.301023263794,39.0,23.171659709856083,Total,Total
19940005,incipient,443.51672584277634,4.0,30.79977262797058,Total,Total
