Type of System,Total Count,Percentage
"decay, intensification, mature, decay 2",76,2.445302445302445
"incipient, intensification, mature, decay",1833,58.97683397683397
"incipient, intensification, mature, decay, residual",210,6.756756756756757
"intensification, mature, decay, intensification 2, mature 2, decay 2",124,3.9897039897039894
"incipient, decay, intensification, mature, decay 2",125,4.021879021879022
"incipient, intensification, decay, intensification 2, mature, decay 2",15,0.4826254826254826
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",164,5.276705276705277
"intensification, mature, decay",143,4.601029601029602
"decay, intensification",40,1.287001287001287
"intensification, mature, decay, residual",59,1.8983268983268984
"incipient, decay, intensification, decay 2",7,0.22522522522522523
"incipient, decay",20,0.6435006435006435
intensification,132,4.247104247104247
"incipient, decay, intensification, residual",3,0.09652509652509653
decay,61,1.962676962676963
"decay, intensification, decay 2",4,0.1287001287001287
"decay, intensification, residual",4,0.1287001287001287
"incipient, intensification, decay, intensification 2, decay 2",3,0.09652509652509653
"incipient, decay, intensification, mature, decay 2, residual",10,0.32175032175032175
"decay, intensification, mature, decay 2, residual",10,0.32175032175032175
"incipient, decay, residual",2,0.06435006435006435
"intensification, residual",17,0.546975546975547
"incipient, decay, intensification",11,0.35392535392535396
"decay, intensification, decay 2, intensification 2",2,0.06435006435006435
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.06435006435006435
"incipient, intensification, decay, intensification 2, decay 2, residual",1,0.032175032175032175
"incipient, decay, incipient 2, intensification, mature, decay 2",1,0.032175032175032175
"incipient, intensification",3,0.09652509652509653
"decay, intensification, residual, intensification 2",2,0.06435006435006435
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",3,0.09652509652509653
"incipient, decay, intensification, decay 2, intensification 2",1,0.032175032175032175
"incipient, intensification, decay, intensification 2",8,0.2574002574002574
"incipient, intensification, decay, intensification 2, residual",2,0.06435006435006435
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",2,0.06435006435006435
"intensification, incipient, decay",2,0.06435006435006435
"decay, intensification, mature, decay 2, intensification 2, mature 2",1,0.032175032175032175
"incipient, intensification, residual",1,0.032175032175032175
"decay, residual",2,0.06435006435006435
"incipient, decay, intensification, decay 2, residual",1,0.032175032175032175
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",1,0.032175032175032175
