,Ck,Ca,Ke,Ge
incipient,3.3232039181562207,117.45061301872177,301929.69921645534,1697.0977520225804
decay,-0.02420375312259626,-0.8035680671422547,237924.42109625885,37.63807069393175
intensification,-8.891624247909212,28.377515535526882,647809.3896070167,264.4686148924917
mature,-31.23403730939192,-44.88037386044614,768752.0130443221,456.7688562289495
decay 2,-11.551972430865442,17.303146699933986,542808.3993415262,-432.3399444501446
residual,0.570747864274658,55.749491170069035,-19377.45703435701,-47.125197370947944
