,Ck,Ca,Ke,Ge
incipient,-6.2026126503525845,1.4213534197959357,548247.3995255502,11.54348418294582
intensification,-19.477181908728447,4.991911717910775,993120.3814706706,6.136218942910978
mature,-36.51109380636557,4.600219738606747,1145418.9541312126,0.5233753195620676
decay,-27.49511287917608,1.5643025429358386,805798.4057048291,-0.7279996313100439
intensification 2,-5.290340812797741,0.9303539506901022,215575.22574966773,0.5533031210671033
mature 2,-5.12404968429507,0.8122998216059247,161829.66222485882,-0.145227834624583
decay 2,-5.397383507476475,0.7146742922108731,192291.5115679211,-0.5581444177406234
