,Ck,Ca,Ke,Ge
decay,2.5446030443408847,1.1896818746281412,178080.44814442995,0.04123950013362876
intensification,-1.822294646809632,3.012245658396798,1547683.639226125,12.468934631305777
mature,34.04597088076892,2.6912118256587014,1264921.0884337379,0.9338133938459356
decay 2,-14.401803954408948,0.5777238846805854,407613.21219948604,0.3788809306663605
