,Ck,Ca,Ke,Ge
decay,-10.625991619287149,1.4361645076080263,593920.6401875641,0.5545956830021526
intensification,-9.269308201188853,6.598752027783991,615333.439271968,1.445713288857214
mature,-8.519271602908884,3.3844943968305894,599775.3599418545,4.164275488273984
decay 2,-6.878804419104788,1.2986582873570833,410758.7902680067,-0.3526433420810846
residual,-15.60967396715988,3.116855903163676,540830.3891366989,1.0508459347810506
