,start,end
incipient,2007-09-06 02:00:00,2007-09-08 04:00:00
intensification,2007-09-07 17:00:00,2007-09-10 16:00:00
mature,2007-09-10 05:00:00,2007-09-11 10:00:00
decay,2007-09-10 23:00:00,2007-09-14 15:00:00
