,start,end
intensification,1995-07-14 22:00:00,1995-07-17 03:00:00
mature,1995-07-16 16:00:00,1995-07-17 18:00:00
decay,1995-07-17 07:00:00,1995-07-19 12:00:00
incipient,1995-07-19 01:00:00,1995-07-22 14:00:00
