,start,end
intensification,1991-02-22 22:00:00,1991-02-23 10:00:00
mature,1991-02-23 11:00:00,1991-02-23 15:00:00
decay,1991-02-23 16:00:00,1991-02-24 15:00:00
intensification 2,1991-02-24 16:00:00,1991-02-25 23:00:00
mature 2,1991-02-26 00:00:00,1991-02-26 07:00:00
decay 2,1991-02-26 08:00:00,1991-02-27 09:00:00
