,start,end
incipient,2002-08-27 18:00:00,2002-08-28 00:00:00
intensification,2002-08-28 01:00:00,2002-08-29 04:00:00
mature,2002-08-29 05:00:00,2002-08-29 12:00:00
decay,2002-08-29 13:00:00,2002-08-30 09:00:00
