,start,end
intensification,2009-12-14 10:00:00,2009-12-15 15:00:00
mature,2009-12-15 16:00:00,2009-12-16 02:00:00
decay,2009-12-16 03:00:00,2009-12-17 23:00:00
intensification 2,2009-12-18 00:00:00,2009-12-21 18:00:00
mature 2,2009-12-21 19:00:00,2009-12-22 14:00:00
decay 2,2009-12-22 15:00:00,2009-12-24 14:00:00
