,start,end
incipient,2014-05-29 09:00:00,2014-05-29 16:00:00
intensification,2014-05-29 17:00:00,2014-05-30 14:00:00
mature,2014-05-30 15:00:00,2014-05-30 22:00:00
decay,2014-05-30 23:00:00,2014-05-31 20:00:00
