,start,end
incipient,1996-07-28 21:00:00,1996-07-29 03:00:00
intensification,1996-07-29 04:00:00,1996-07-29 22:00:00
mature,1996-07-29 23:00:00,1996-07-30 06:00:00
decay,1996-07-30 07:00:00,1996-07-31 13:00:00
