,start,end
incipient,1979-11-18 00:00:00,1979-11-18 09:00:00
intensification,1979-11-18 10:00:00,1979-11-19 07:00:00
mature,1979-11-19 08:00:00,1979-11-19 13:00:00
decay,1979-11-19 14:00:00,1979-11-20 03:00:00
