,start,end
intensification,1980-10-06 16:00:00,1980-10-08 01:00:00
mature,1980-10-08 02:00:00,1980-10-08 09:00:00
decay,1980-10-08 10:00:00,1980-10-09 09:00:00
intensification 2,1980-10-09 10:00:00,1980-10-11 01:00:00
mature 2,1980-10-11 02:00:00,1980-10-11 12:00:00
decay 2,1980-10-11 13:00:00,1980-10-13 06:00:00
