,start,end
intensification,2018-02-04 03:00:00,2018-02-04 16:00:00
mature,2018-02-04 17:00:00,2018-02-04 19:00:00
decay,2018-02-04 20:00:00,2018-02-05 08:00:00
intensification 2,2018-02-05 09:00:00,2018-02-05 21:00:00
mature 2,2018-02-05 22:00:00,2018-02-06 00:00:00
decay 2,2018-02-06 01:00:00,2018-02-06 13:00:00
