,start,end
incipient,1985-06-13 22:00:00,1985-06-14 00:00:00
intensification,1985-06-14 01:00:00,1985-06-14 10:00:00
mature,1985-06-14 11:00:00,1985-06-14 13:00:00
decay,1985-06-14 14:00:00,1985-06-14 22:00:00
