,start,end
incipient,2017-05-12 01:00:00,2017-05-12 08:00:00
intensification,2017-05-12 09:00:00,2017-05-14 20:00:00
mature,2017-05-14 21:00:00,2017-05-15 09:00:00
decay,2017-05-15 10:00:00,2017-05-16 06:00:00
