,start,end
incipient,1999-08-02 05:00:00,1999-08-02 06:00:00
intensification,1999-08-02 07:00:00,1999-08-02 13:00:00
mature,1999-08-02 14:00:00,1999-08-02 17:00:00
decay,1999-08-02 18:00:00,1999-08-03 07:00:00
