,start,end
incipient,1999-03-23 06:00:00,1999-03-23 08:00:00
intensification,1999-03-23 09:00:00,1999-03-23 18:00:00
mature,1999-03-23 19:00:00,1999-03-23 22:00:00
decay,1999-03-23 23:00:00,1999-03-24 15:00:00
