intensification,mature,decay,residual
1985-04-27 03:00:00,1985-04-27 16:00:00,1985-04-28 02:00:00,1985-04-28 21:00:00
1985-04-27 15:00:00,1985-04-28 01:00:00,1985-04-28 20:00:00,1985-04-30 15:00:00
