incipient,intensification,mature,decay
2001-08-27 09:00:00,2001-08-29 21:00:00,2001-08-30 14:00:00,2001-08-31 03:00:00
2001-08-29 20:00:00,2001-08-30 13:00:00,2001-08-31 02:00:00,2001-09-01 10:00:00
