intensification,mature,decay,residual
1981-11-24 01:00:00,1981-11-24 13:00:00,1981-11-24 19:00:00,1981-11-25 08:00:00
1981-11-24 12:00:00,1981-11-24 18:00:00,1981-11-25 07:00:00,1981-11-26 01:00:00
