intensification,mature,decay,residual
2013-12-10 05:00:00,2013-12-10 15:00:00,2013-12-10 22:00:00,2013-12-11 09:00:00
2013-12-10 14:00:00,2013-12-10 21:00:00,2013-12-11 08:00:00,2013-12-11 17:00:00
