intensification,mature,decay,residual
2018-03-22 06:00:00,2018-03-22 12:00:00,2018-03-22 17:00:00,2018-03-23 03:00:00
2018-03-22 11:00:00,2018-03-22 16:00:00,2018-03-23 02:00:00,2018-03-23 13:00:00
