intensification,mature,decay,residual
1994-08-19 14:00:00,1994-08-22 12:00:00,1994-08-23 08:00:00,1994-08-24 06:00:00
1994-08-22 11:00:00,1994-08-23 07:00:00,1994-08-24 05:00:00,1994-08-25 05:00:00
