intensification,mature,decay,residual
1989-04-26 16:00:00,1989-04-27 07:00:00,1989-04-27 18:00:00,1989-04-28 09:00:00
1989-04-27 06:00:00,1989-04-27 17:00:00,1989-04-28 08:00:00,1989-04-28 20:00:00
