incipient,intensification,mature,decay
2012-10-26 14:00:00,2012-10-27 01:00:00,2012-10-27 11:00:00,2012-10-27 16:00:00
2012-10-27 00:00:00,2012-10-27 10:00:00,2012-10-27 15:00:00,2012-10-28 00:00:00
