intensification,mature,decay,residual
1981-07-06 02:00:00,1981-07-06 14:00:00,1981-07-06 23:00:00,1981-07-07 16:00:00
1981-07-06 13:00:00,1981-07-06 22:00:00,1981-07-07 15:00:00,1981-07-10 09:00:00
