incipient,intensification,mature,decay
1981-03-20 00:00:00,1981-03-21 10:00:00,1981-03-22 04:00:00,1981-03-22 14:00:00
1981-03-21 09:00:00,1981-03-22 03:00:00,1981-03-22 13:00:00,1981-03-23 11:00:00
