intensification,mature,decay,intensification 2,mature 2,decay 2
1996-04-06 12:00:00,1996-04-07 20:00:00,1996-04-09 01:00:00,1996-04-11 07:00:00,1996-04-12 06:00:00,1996-04-13 01:00:00
1996-04-07 19:00:00,1996-04-09 00:00:00,1996-04-11 06:00:00,1996-04-12 05:00:00,1996-04-13 00:00:00,1996-04-14 21:00:00
