incipient,intensification,mature,decay
1991-09-13 13:00:00,1991-09-14 16:00:00,1991-09-14 22:00:00,1991-09-15 04:00:00
1991-09-14 15:00:00,1991-09-14 21:00:00,1991-09-15 03:00:00,1991-09-15 18:00:00
