intensification,mature,decay,intensification 2,mature 2,decay 2
1996-09-26 10:00:00,1996-09-26 23:00:00,1996-09-27 07:00:00,1996-09-27 16:00:00,1996-09-28 12:00:00,1996-09-28 22:00:00
1996-09-26 22:00:00,1996-09-27 06:00:00,1996-09-27 15:00:00,1996-09-28 11:00:00,1996-09-28 21:00:00,1996-09-29 15:00:00
