intensification,mature,decay,residual
1985-08-30 23:00:00,1985-09-01 02:00:00,1985-09-01 20:00:00,1985-09-02 23:00:00
1985-09-01 01:00:00,1985-09-01 19:00:00,1985-09-02 22:00:00,1985-09-07 10:00:00
