intensification,mature,decay,residual
2009-09-22 01:00:00,2009-09-22 10:00:00,2009-09-22 15:00:00,2009-09-23 02:00:00
2009-09-22 09:00:00,2009-09-22 14:00:00,2009-09-23 01:00:00,2009-09-23 10:00:00
