intensification,mature,decay,residual
2014-02-18 07:00:00,2014-02-19 12:00:00,2014-02-20 00:00:00,2014-02-20 18:00:00
2014-02-19 11:00:00,2014-02-19 23:00:00,2014-02-20 17:00:00,2014-02-22 17:00:00
