intensification,mature,decay,intensification 2,mature 2,decay 2
1988-11-02 21:00:00,1988-11-03 14:00:00,1988-11-04 02:00:00,1988-11-04 23:00:00,1988-11-06 03:00:00,1988-11-06 13:00:00
1988-11-03 13:00:00,1988-11-04 01:00:00,1988-11-04 22:00:00,1988-11-06 02:00:00,1988-11-06 12:00:00,1988-11-07 05:00:00
