intensification,mature,decay,residual
1981-08-13 12:00:00,1981-08-13 22:00:00,1981-08-14 09:00:00,1981-08-15 07:00:00
1981-08-13 21:00:00,1981-08-14 08:00:00,1981-08-15 06:00:00,1981-08-16 09:00:00
