intensification,mature,decay,intensification 2,mature 2,decay 2
2001-04-13 20:00:00,2001-04-15 13:00:00,2001-04-16 08:00:00,2001-04-17 17:00:00,2001-04-18 12:00:00,2001-04-19 05:00:00
2001-04-15 12:00:00,2001-04-16 07:00:00,2001-04-17 16:00:00,2001-04-18 11:00:00,2001-04-19 04:00:00,2001-04-20 22:00:00
