intensification,mature,decay,residual
1998-01-02 22:00:00,1998-01-04 13:00:00,1998-01-05 12:00:00,1998-01-07 05:00:00
1998-01-04 12:00:00,1998-01-05 11:00:00,1998-01-07 04:00:00,1998-01-09 20:00:00
