incipient,intensification,mature,decay
1985-01-03 23:00:00,1985-01-04 17:00:00,1985-01-07 15:00:00,1985-01-08 06:00:00
1985-01-04 16:00:00,1985-01-07 14:00:00,1985-01-08 05:00:00,1985-01-09 05:00:00
