intensification,mature,decay,intensification 2,mature 2,decay 2
2011-06-20 23:00:00,2011-06-22 08:00:00,2011-06-23 01:00:00,2011-06-24 08:00:00,2011-06-25 01:00:00,2011-06-25 13:00:00
2011-06-22 07:00:00,2011-06-23 00:00:00,2011-06-24 07:00:00,2011-06-25 00:00:00,2011-06-25 12:00:00,2011-06-26 16:00:00
