intensification,mature,decay,residual
1983-08-26 17:00:00,1983-08-29 00:00:00,1983-08-29 19:00:00,1983-08-31 06:00:00
1983-08-28 23:00:00,1983-08-29 18:00:00,1983-08-31 05:00:00,1983-09-03 08:00:00
