incipient,intensification,mature,decay
2004-05-04 10:00:00,2004-05-05 04:00:00,2004-05-08 07:00:00,2004-05-10 00:00:00
2004-05-05 03:00:00,2004-05-08 06:00:00,2004-05-09 23:00:00,2004-05-13 23:00:00
