intensification,mature,decay,residual
1983-08-20 09:00:00,1983-08-24 11:00:00,1983-08-25 02:00:00,1983-08-25 17:00:00
1983-08-24 10:00:00,1983-08-25 01:00:00,1983-08-25 16:00:00,1983-08-26 11:00:00
