intensification,mature,decay,residual
2012-08-18 21:00:00,2012-08-19 04:00:00,2012-08-19 12:00:00,2012-08-20 04:00:00
2012-08-19 03:00:00,2012-08-19 11:00:00,2012-08-20 03:00:00,2012-08-21 16:00:00
