intensification,mature,decay,residual
2014-12-27 10:00:00,2015-01-01 05:00:00,2015-01-02 21:00:00,2015-01-06 10:00:00
2015-01-01 04:00:00,2015-01-02 20:00:00,2015-01-06 09:00:00,2015-01-06 16:00:00
