incipient,intensification,mature,decay
2001-06-30 01:00:00,2001-06-30 09:00:00,2001-06-30 18:00:00,2001-07-01 00:00:00
2001-06-30 08:00:00,2001-06-30 17:00:00,2001-06-30 23:00:00,2001-07-01 14:00:00
